attempt,arm,shot,context,r_housekeeping,J,J_centered,p_generated,outcome_a,planted_kappa,synthetic_only
001b,planted_synthetic_not_live,33,0,-0.76421759,0.08345448465,0.08093922138,0.5040469611,1,0.05,true
001b,planted_synthetic_not_live,34,1,1.740583385,0.1574843458,0.1556143989,0.5077807199,0,0.05,true
001b,planted_synthetic_not_live,35,0,-0.5614299449,0.1255178375,0.1230025742,0.5061501287,1,0.05,true
001b,planted_synthetic_not_live,36,1,-0.198514458,0.1124862661,0.1106163191,0.505530816,0,0.05,true
001b,planted_synthetic_not_live,37,0,1.073783658,0.1590965714,0.1565813081,0.5078290654,0,0.05,true
001b,planted_synthetic_not_live,38,1,-1.569233141,0.07197767295,0.07010772601,0.5035053863,0,0.05,true
001b,planted_synthetic_not_live,39,1,2.380746663,0.1650241972,0.1631542503,0.5081577125,1,0.05,true
001b,planted_synthetic_not_live,40,0,-0.929929922,0.1177079569,0.1151926936,0.5057596347,0,0.05,true
001b,planted_synthetic_not_live,41,0,0.3004312132,0.1279150364,0.1253997731,0.5062699887,0,0.05,true
001b,planted_synthetic_not_live,42,0,-0.4095053442,0.1055760217,0.1030607584,0.5051530379,1,0.05,true
001b,planted_synthetic_not_live,43,1,-0.6711322367,0.07082406745,0.06895412051,0.503447706,0,0.05,true
001b,planted_synthetic_not_live,44,0,-0.7385161195,0.03353156827,0.031016305,0.5015508153,1,0.05,true
001b,planted_synthetic_not_live,45,1,0.8870198773,0.07406001751,0.07219007057,0.5036095035,1,0.05,true
001b,planted_synthetic_not_live,46,1,-0.5215290328,0.04657699241,0.04470704547,0.5022353523,1,0.05,true
001b,planted_synthetic_not_live,47,1,0.09337039876,0.05000654796,0.04813660102,0.5024068301,1,0.05,true
001b,planted_synthetic_not_live,48,0,0.5112168294,0.07418709002,0.07167182676,0.5035835913,1,0.05,true
001b,planted_synthetic_not_live,49,1,-0.448726046,0.04883736526,0.04696741833,0.5023483709,0,0.05,true
001b,planted_synthetic_not_live,50,1,-0.9645571619,-0.003227749613,-0.005097696548,0.4997451152,1,0.05,true
001b,planted_synthetic_not_live,51,0,0.6005944044,0.02828339315,0.02576812989,0.5012884065,0,0.05,true
001b,planted_synthetic_not_live,52,0,-0.692841859,-0.009464712503,-0.01197997577,0.4994010012,1,0.05,true
001b,planted_synthetic_not_live,53,1,0.4396307682,0.01455785444,0.0126879075,0.5006343954,1,0.05,true
001b,planted_synthetic_not_live,54,1,-1.174040891,-0.0488090411,-0.05067898804,0.4974660506,0,0.05,true
001b,planted_synthetic_not_live,55,0,0.802598193,-0.003712733664,-0.006227996927,0.4996886002,0,0.05,true
001b,planted_synthetic_not_live,56,0,0.7480923742,0.03685971106,0.0343444478,0.5017172224,0,0.05,true
001b,planted_synthetic_not_live,57,0,0.2616641181,0.05032540463,0.04781014136,0.5023905071,0,0.05,true
001b,planted_synthetic_not_live,58,1,0.6430492537,0.08442933759,0.08255939066,0.5041279695,1,0.05,true
001b,planted_synthetic_not_live,59,1,-0.3932459115,0.05939012545,0.05752017851,0.5028760089,1,0.05,true
001b,planted_synthetic_not_live,60,1,-0.9673895152,0.001102740792,-0.0007672061432,0.4999616397,0,0.05,true
001b,planted_synthetic_not_live,61,1,0.972293688,0.05602056719,0.05415062025,0.502707531,1,0.05,true
001b,planted_synthetic_not_live,62,0,0.3749950296,0.07599835185,0.07348308859,0.5036741544,0,0.05,true
001b,planted_synthetic_not_live,63,1,0.7989510305,0.1187736263,0.1169036794,0.505845184,1,0.05,true
001b,planted_synthetic_not_live,64,0,-0.006631048164,0.1153717279,0.1128564647,0.5056428232,0,0.05,true
001b,planted_synthetic_not_live,65,0,-0.1648421095,0.1022903792,0.09977511596,0.5049887558,1,0.05,true
001b,planted_synthetic_not_live,66,1,-1.242411967,0.02079361592,0.01892366899,0.5009461834,1,0.05,true
001b,planted_synthetic_not_live,67,1,-0.2195188809,0.006951820323,0.005081873388,0.5002540937,0,0.05,true
001b,planted_synthetic_not_live,68,0,0.5779151766,0.04210598305,0.03959071979,0.501979536,0,0.05,true
001b,planted_synthetic_not_live,69,1,-0.2881132007,0.02285018871,0.02098024177,0.5010490121,0,0.05,true
001b,planted_synthetic_not_live,70,1,0.8719415145,0.07598268721,0.07411274027,0.503705637,1,0.05,true
001b,planted_synthetic_not_live,71,1,0.6178112746,0.1118557274,0.1099857804,0.505499289,1,0.05,true
001b,planted_synthetic_not_live,72,1,-0.4960697201,0.07617504013,0.07430509319,0.5037152547,0,0.05,true
001b,planted_synthetic_not_live,73,1,2.353425761,0.1881982243,0.1863282774,0.5093164139,0,0.05,true
001b,planted_synthetic_not_live,74,0,0.3537552617,0.2022609534,0.1997456901,0.5099872845,0,0.05,true
001b,planted_synthetic_not_live,75,1,1.125964624,0.250907818,0.2490378711,0.5124518936,0,0.05,true
001b,planted_synthetic_not_live,76,1,-0.08340263385,0.2398419049,0.2379719579,0.5118985979,1,0.05,true
001b,planted_synthetic_not_live,77,0,-0.8566698433,0.1803657137,0.1778504505,0.5088925225,0,0.05,true
001b,planted_synthetic_not_live,78,1,0.3305518102,0.1940876491,0.1922177022,0.5096108851,1,0.05,true
001b,planted_synthetic_not_live,79,1,-0.6734307619,0.1473413745,0.1454714276,0.5072735714,0,0.05,true
001b,planted_synthetic_not_live,80,0,0.3151500412,0.1617431449,0.1592278817,0.5079613941,1,0.05,true
001b,planted_synthetic_not_live,81,0,1.043677825,0.212597829,0.2100825657,0.5105041283,0,0.05,true
001b,planted_synthetic_not_live,82,0,0.3695531068,0.2282283652,0.225713102,0.5112856551,0,0.05,true
001b,planted_synthetic_not_live,83,1,0.7283089904,0.2618347979,0.2599648509,0.5129982425,1,0.05,true
001b,planted_synthetic_not_live,84,0,0.4483902044,0.2806610243,0.278145761,0.5139072881,0,0.05,true
001b,planted_synthetic_not_live,85,1,0.08193304958,0.2786134136,0.2767434667,0.5138371733,1,0.05,true
001b,planted_synthetic_not_live,86,1,1.017639045,0.3234003421,0.3215303952,0.5160765198,0,0.05,true
001b,planted_synthetic_not_live,87,1,-0.601567497,0.273220821,0.2713508741,0.5135675437,0,0.05,true
001b,planted_synthetic_not_live,88,0,2.481501126,0.3465927686,0.3440775053,0.5172038753,0,0.05,true
001b,planted_synthetic_not_live,89,0,-1.445422737,0.2461249921,0.2436097288,0.5121804864,0,0.05,true
001b,planted_synthetic_not_live,90,0,2.952094097,0.3242859135,0.3217706502,0.5160885325,0,0.05,true
001b,planted_synthetic_not_live,91,1,1.13815464,0.3572496211,0.3553796741,0.5177689837,0,0.05,true
001b,planted_synthetic_not_live,92,1,0.6570386901,0.3739915475,0.3721216006,0.51860608,0,0.05,true
001b,planted_synthetic_not_live,93,1,1.210048862,0.4069118246,0.4050418777,0.5202520939,0,0.05,true
001b,planted_synthetic_not_live,94,1,1.196235256,0.4376908552,0.4358209082,0.5217910454,0,0.05,true
001b,planted_synthetic_not_live,95,1,0.01151873437,0.4271201141,0.4252501671,0.5212625084,0,0.05,true
001b,planted_synthetic_not_live,96,1,0.2118930077,0.4255878086,0.4237178616,0.5211858931,1,0.05,true
001b,planted_synthetic_not_live,97,1,0.4814494369,0.4351525929,0.433282646,0.5216641323,1,0.05,true
001b,planted_synthetic_not_live,98,0,0.4037868089,0.4417948667,0.4392796034,0.5219639802,0,0.05,true
001b,planted_synthetic_not_live,99,1,-2.122698604,0.2965255627,0.2946556157,0.5147327808,1,0.05,true
001b,planted_synthetic_not_live,100,0,2.34547435,0.3571336428,0.3546183796,0.517730919,1,0.05,true
001b,planted_synthetic_not_live,101,0,0.09617927939,0.3520836998,0.3495684365,0.5174784218,0,0.05,true
001b,planted_synthetic_not_live,102,1,-0.1079942989,0.3384294456,0.3365594986,0.5168279749,0,0.05,true
001b,planted_synthetic_not_live,103,1,1.958124349,0.3884133121,0.3865433652,0.5193271683,0,0.05,true
001b,planted_synthetic_not_live,104,1,1.220701683,0.4192424669,0.4173725199,0.520868626,1,0.05,true
001b,planted_synthetic_not_live,105,0,-0.8971971501,0.3653722887,0.3628570254,0.5181428513,1,0.05,true
001b,planted_synthetic_not_live,106,1,-1.706041507,0.2689963126,0.2671263657,0.5133563183,0,0.05,true
001b,planted_synthetic_not_live,107,1,-0.3676119319,0.2462420418,0.2443720949,0.5122186047,0,0.05,true
001b,planted_synthetic_not_live,108,0,-2.688251271,0.1111770923,0.108661829,0.5054330914,0,0.05,true
001b,planted_synthetic_not_live,109,0,0.2224081082,0.1169541283,0.114438865,0.5057219433,1,0.05,true
001b,planted_synthetic_not_live,110,1,-1.284870912,0.06099133222,0.05912138529,0.5029560693,0,0.05,true
001b,planted_synthetic_not_live,111,0,1.06108486,0.1001103259,0.09759506262,0.5048797531,0,0.05,true
001b,planted_synthetic_not_live,112,0,-0.3006621889,0.08532543579,0.08281017253,0.5041405086,1,0.05,true
001b,planted_synthetic_not_live,113,0,1.087482214,0.1255829054,0.1230676421,0.5061533821,1,0.05,true
001b,planted_synthetic_not_live,114,0,-0.5805526814,0.09771037195,0.09519510869,0.5047597554,1,0.05,true
001b,planted_synthetic_not_live,115,1,-1.551485203,0.02827156532,0.02640161839,0.5013200809,0,0.05,true
001b,planted_synthetic_not_live,116,0,0.6766266295,0.05534777318,0.05283250992,0.5026416255,0,0.05,true
001b,planted_synthetic_not_live,117,0,0.6058573526,0.0791550917,0.07663982844,0.5038319914,1,0.05,true
001b,planted_synthetic_not_live,118,1,0.6425306362,0.104162126,0.1022921791,0.505114609,1,0.05,true
001b,planted_synthetic_not_live,119,1,-1.345461728,0.04081515308,0.03894520614,0.5019472603,0,0.05,true
001b,planted_synthetic_not_live,120,0,-0.4541102833,0.01985569199,0.01734042872,0.5008670214,1,0.05,true
001b,planted_synthetic_not_live,121,1,1.521712061,0.08354875843,0.0816788115,0.5040839406,0,0.05,true
001b,planted_synthetic_not_live,122,0,0.2403551479,0.09187002025,0.08935475699,0.5044677378,1,0.05,true
001b,planted_synthetic_not_live,123,0,-1.10107591,0.03911994803,0.03660468477,0.5018302342,1,0.05,true
001b,planted_synthetic_not_live,124,1,0.03479317055,0.03969462474,0.03782467781,0.5018912339,0,0.05,true
001b,planted_synthetic_not_live,125,1,0.6810407782,0.06945799031,0.06758804337,0.5033794022,0,0.05,true
001b,planted_synthetic_not_live,126,0,0.5724336393,0.0938832511,0.09136798783,0.5045683994,0,0.05,true
001b,planted_synthetic_not_live,127,0,-1.957369604,-0.001889213912,-0.004404477175,0.4997797761,0,0.05,true
001b,planted_synthetic_not_live,128,1,2.54633769,0.1007645214,0.09889457447,0.5049447287,0,0.05,true
001b,planted_synthetic_not_live,129,1,-1.282131086,0.04409528704,0.0422253401,0.502111267,1,0.05,true
001b,planted_synthetic_not_live,130,0,-0.3240783267,0.02957580853,0.02706054527,0.5013530273,0,0.05,true
001b,planted_synthetic_not_live,131,1,-1.236464954,-0.02272882288,-0.02459876982,0.4987700615,0,0.05,true
001b,planted_synthetic_not_live,132,1,1.122234463,0.0246084265,0.02273847957,0.501136924,1,0.05,true
001b,planted_synthetic_not_live,133,1,-0.8774614494,-0.01296461175,-0.01483455869,0.4992582721,0,0.05,true
001b,planted_synthetic_not_live,134,0,-0.9271348617,-0.0515349681,-0.05405023136,0.4972974884,0,0.05,true
001b,planted_synthetic_not_live,135,0,0.4130091081,-0.03226004563,-0.0347753089,0.4982612346,0,0.05,true
001b,planted_synthetic_not_live,136,0,-1.18324388,-0.08158827419,-0.08410353745,0.4957948231,1,0.05,true
001b,planted_synthetic_not_live,137,0,-0.4088046615,-0.09727375297,-0.09978901623,0.4950105492,1,0.05,true
001b,planted_synthetic_not_live,138,0,1.052648707,-0.04619786615,-0.04871312941,0.4975643435,1,0.05,true
001b,planted_synthetic_not_live,139,0,-0.6348853659,-0.07322039336,-0.07573565662,0.4962132172,1,0.05,true
001b,planted_synthetic_not_live,140,1,-1.271767535,-0.1258024174,-0.1276723643,0.4936163818,0,0.05,true
001b,planted_synthetic_not_live,141,0,1.379786029,-0.057180077,-0.05969534026,0.497015233,0,0.05,true
001b,planted_synthetic_not_live,142,1,-0.06295257711,-0.05857425284,-0.06044419978,0.49697779,0,0.05,true
001b,planted_synthetic_not_live,143,0,1.146711132,-0.003787623453,-0.006302886716,0.4996848557,1,0.05,true
001b,planted_synthetic_not_live,144,1,-0.4720064093,-0.0254265281,-0.02729647503,0.4986351762,1,0.05,true
001b,planted_synthetic_not_live,145,0,1.272655766,0.03417518488,0.03165992162,0.5015829961,0,0.05,true
001b,planted_synthetic_not_live,146,0,0.5797681295,0.06002725962,0.05751199636,0.5028755998,1,0.05,true
001b,planted_synthetic_not_live,147,0,1.361035118,0.1185450914,0.1160298282,0.5058014914,1,0.05,true
001b,planted_synthetic_not_live,148,1,-1.082676928,0.06303730195,0.06116735502,0.5030583678,0,0.05,true
001b,planted_synthetic_not_live,149,1,1.466482716,0.1246122247,0.1227422778,0.5061371139,1,0.05,true
001b,planted_synthetic_not_live,150,1,1.193518826,0.1713711372,0.1695011903,0.5084750595,1,0.05,true
001b,planted_synthetic_not_live,151,1,0.3407036575,0.1822354319,0.1803654849,0.5090182742,1,0.05,true
001b,planted_synthetic_not_live,152,0,-0.8843667979,0.1337544553,0.131239192,0.5065619596,0,0.05,true
001b,planted_synthetic_not_live,153,0,1.031082343,0.175123166,0.1726079028,0.5086303951,1,0.05,true
001b,planted_synthetic_not_live,154,0,-1.78111886,0.08046286385,0.07794760059,0.50389738,0,0.05,true
001b,planted_synthetic_not_live,155,1,-0.3369707904,0.06290988183,0.0610399349,0.5030519967,0,0.05,true
001b,planted_synthetic_not_live,156,0,-1.445246215,-0.005883255223,-0.008398518486,0.4995800741,0,0.05,true
001b,planted_synthetic_not_live,157,0,0.5747713679,0.020477272,0.01796200874,0.5008981004,1,0.05,true
001b,planted_synthetic_not_live,158,1,0.3206337406,0.03485994839,0.03299000146,0.5016495001,1,0.05,true
001b,planted_synthetic_not_live,159,0,0.2522113958,0.04597226417,0.04345700091,0.50217285,1,0.05,true
001b,planted_synthetic_not_live,160,0,1.320121343,0.1051764636,0.1026612004,0.50513306,1,0.05,true
001b,planted_synthetic_not_live,161,0,0.128142721,0.1086595811,0.1061443178,0.5053072159,1,0.05,true
001b,planted_synthetic_not_live,162,1,-1.398978707,0.03498417008,0.03311422314,0.5016557112,1,0.05,true
001b,planted_synthetic_not_live,163,0,1.926802999,0.1177331299,0.1152178666,0.5057608933,1,0.05,true
001b,planted_synthetic_not_live,164,1,1.018903036,0.1581324486,0.1562625016,0.5078131251,1,0.05,true
001b,planted_synthetic_not_live,165,1,0.2028767839,0.163344738,0.1614747911,0.5080737396,1,0.05,true
001b,planted_synthetic_not_live,166,0,1.145352938,0.2073754629,0.2048601997,0.51024301,1,0.05,true
001b,planted_synthetic_not_live,167,0,-0.1120413649,0.196786378,0.1942711148,0.5097135557,1,0.05,true
001b,planted_synthetic_not_live,168,1,-0.4466939001,0.1694097322,0.1675397853,0.5083769893,1,0.05,true
001b,planted_synthetic_not_live,169,1,0.3611690773,0.1823798797,0.1805099327,0.5090254966,0,0.05,true
001b,planted_synthetic_not_live,170,1,1.172049585,0.2290745637,0.2272046167,0.5113602308,0,0.05,true
001b,planted_synthetic_not_live,171,0,-1.530323822,0.1386774184,0.1361621551,0.5068081078,1,0.05,true
001b,planted_synthetic_not_live,172,0,0.8406812258,0.1731733849,0.1706581216,0.5085329061,1,0.05,true
001b,planted_synthetic_not_live,173,0,0.2675999441,0.1816077704,0.1790925071,0.5089546254,1,0.05,true
001b,planted_synthetic_not_live,174,1,1.475234813,0.2383927014,0.2365227545,0.5118261377,1,0.05,true
001b,planted_synthetic_not_live,175,1,0.5258869478,0.2564037156,0.2545337687,0.5127266884,1,0.05,true
001b,planted_synthetic_not_live,176,1,-0.198557032,0.2397704613,0.2379005144,0.5118950257,0,0.05,true
001b,planted_synthetic_not_live,177,0,-1.467866333,0.1503933336,0.1478780704,0.5073939035,1,0.05,true
001b,planted_synthetic_not_live,178,0,0.595446943,0.1746750845,0.1721598212,0.5086079911,0,0.05,true
001b,planted_synthetic_not_live,179,0,-0.2984172662,0.1548040174,0.1522887542,0.5076144377,1,0.05,true
001b,planted_synthetic_not_live,180,1,-0.5971256955,0.1188328205,0.1169628736,0.5058481437,0,0.05,true
001b,planted_synthetic_not_live,181,1,0.4188665529,0.1372025146,0.1353325677,0.5067666284,0,0.05,true
001b,planted_synthetic_not_live,182,1,0.932224817,0.1793745938,0.1775046468,0.5088752323,1,0.05,true
001b,planted_synthetic_not_live,183,0,-1.238767322,0.1036849077,0.1011696445,0.5050584822,1,0.05,true
001b,planted_synthetic_not_live,184,0,-1.152100993,0.03870774668,0.03619248341,0.5018096242,1,0.05,true
001b,planted_synthetic_not_live,185,1,0.6337763881,0.07014347169,0.06827352475,0.5034136762,0,0.05,true
001b,planted_synthetic_not_live,186,1,0.663581075,0.1023634995,0.1004935526,0.5050246776,0,0.05,true
001b,planted_synthetic_not_live,187,0,-0.6980167188,0.06132127335,0.05880601008,0.5029403005,0,0.05,true
001b,planted_synthetic_not_live,188,1,0.4077248772,0.08158259187,0.07971264493,0.5039856322,0,0.05,true
001b,planted_synthetic_not_live,189,0,-0.4544927904,0.05389074118,0.05137547792,0.5025687739,1,0.05,true
001b,planted_synthetic_not_live,190,0,-0.6118375168,0.01761666319,0.01510139993,0.50075507,0,0.05,true
001b,planted_synthetic_not_live,191,0,-0.2623098717,0.00208372775,-0.0004315355136,0.4999784232,0,0.05,true
001b,planted_synthetic_not_live,192,1,0.360030364,0.023117829,0.02124788206,0.5010623941,0,0.05,true
001b,planted_synthetic_not_live,193,0,1.397874946,0.09975631547,0.09724105221,0.5048620526,1,0.05,true
001b,planted_synthetic_not_live,194,0,-0.4423436455,0.07122817742,0.06871291416,0.5034356457,1,0.05,true
001b,planted_synthetic_not_live,195,1,0.04958821496,0.0723369091,0.07046696217,0.5035233481,0,0.05,true
001b,planted_synthetic_not_live,196,0,-0.2286815355,0.05659039641,0.05407513315,0.5027037567,0,0.05,true
001b,planted_synthetic_not_live,197,0,-0.1624312832,0.04506929133,0.04255402806,0.5021277014,0,0.05,true
001b,planted_synthetic_not_live,198,0,1.239896495,0.1155730721,0.1130578088,0.5056528904,0,0.05,true
001b,planted_synthetic_not_live,199,1,2.321554901,0.215128812,0.2132588651,0.5106629433,0,0.05,true
001b,planted_synthetic_not_live,200,1,0.7726283384,0.2465814133,0.2447114663,0.5122355733,0,0.05,true
001b,planted_synthetic_not_live,201,1,-0.0542739212,0.2374104169,0.2355404699,0.5117770235,1,0.05,true
001b,planted_synthetic_not_live,202,0,1.526858257,0.2952073868,0.2926921235,0.5146346062,0,0.05,true
001b,planted_synthetic_not_live,203,0,0.3468746909,0.3050225209,0.3025072577,0.5151253629,1,0.05,true
001b,planted_synthetic_not_live,204,1,0.06015204529,0.3005144485,0.2986445015,0.5149322251,0,0.05,true
001b,planted_synthetic_not_live,205,0,-0.6646364594,0.2527005196,0.2501852564,0.5125092628,1,0.05,true
001b,planted_synthetic_not_live,206,0,1.852261455,0.3175687353,0.315053472,0.5157526736,0,0.05,true
001b,planted_synthetic_not_live,207,1,-1.336278926,0.2289521898,0.2270822429,0.5113541121,1,0.05,true
001b,planted_synthetic_not_live,208,1,2.204120965,0.2998873609,0.2980174139,0.5149008707,0,0.05,true
001b,planted_synthetic_not_live,209,1,-0.4172841191,0.2717216117,0.2698516648,0.5134925832,0,0.05,true
001b,planted_synthetic_not_live,210,0,-0.6379058994,0.2321617098,0.2296464465,0.5114823223,1,0.05,true
001b,planted_synthetic_not_live,211,1,1.908486716,0.2947293012,0.2928593543,0.5146429677,1,0.05,true
001b,planted_synthetic_not_live,212,1,-1.690060577,0.1977090043,0.1958390574,0.5097919529,1,0.05,true
001b,planted_synthetic_not_live,213,0,-2.481667586,0.07335711227,0.07084184901,0.5035420925,1,0.05,true
001b,planted_synthetic_not_live,214,1,0.684503647,0.09882357494,0.09695362801,0.5048476814,1,0.05,true
001b,planted_synthetic_not_live,215,1,0.6253212503,0.1216264434,0.1197564964,0.5059878248,1,0.05,true
001b,planted_synthetic_not_live,216,1,2.597414737,0.2054039858,0.2035340389,0.5101767019,0,0.05,true
001b,planted_synthetic_not_live,217,0,-1.580935466,0.1332736604,0.1307583971,0.5065379199,1,0.05,true
001b,planted_synthetic_not_live,218,0,-1.505508311,0.06928410815,0.06676884489,0.5033384422,1,0.05,true
001b,planted_synthetic_not_live,219,0,-0.09815202634,0.06374730863,0.06123204536,0.5030616023,1,0.05,true
001b,planted_synthetic_not_live,220,0,1.695105472,0.1235795339,0.1210642707,0.5060532135,1,0.05,true
001b,planted_synthetic_not_live,221,1,-0.4765549553,0.1016296624,0.09975971548,0.5049879858,1,0.05,true
001b,planted_synthetic_not_live,222,1,0.4868886895,0.1179176191,0.1160476721,0.5058023836,1,0.05,true
001b,planted_synthetic_not_live,223,0,1.668081631,0.1747125377,0.1721972744,0.5086098637,0,0.05,true
001b,planted_synthetic_not_live,224,1,0.7850368712,0.1995890089,0.197719062,0.5098859531,1,0.05,true
001b,planted_synthetic_not_live,225,1,0.3814472165,0.2094609031,0.2075909561,0.5103795478,0,0.05,true
001b,planted_synthetic_not_live,226,1,-0.3261196014,0.1903142088,0.1884442619,0.5094222131,1,0.05,true
001b,planted_synthetic_not_live,227,1,-1.504329496,0.1170702602,0.1152003133,0.5057600157,0,0.05,true
001b,planted_synthetic_not_live,228,0,0.2968492896,0.1263250784,0.1238098152,0.5061904908,0,0.05,true
001b,planted_synthetic_not_live,229,0,0.2428562217,0.1333857161,0.1308704529,0.5065435226,0,0.05,true
001b,planted_synthetic_not_live,230,0,-0.8359996371,0.0920727384,0.08955747513,0.5044778738,0,0.05,true
001b,planted_synthetic_not_live,231,1,-0.3107496822,0.07578431236,0.07391436543,0.5036957183,0,0.05,true
001b,planted_synthetic_not_live,232,0,0.06843911737,0.07697311058,0.07445784732,0.5037228924,1,0.05,true
001b,planted_synthetic_not_live,233,1,-0.1108359212,0.06982988765,0.06795994072,0.503397997,1,0.05,true
001b,planted_synthetic_not_live,234,1,-1.212212442,0.009681148823,0.007811201888,0.5003905601,0,0.05,true
001b,planted_synthetic_not_live,235,0,-1.190173974,-0.04572920183,-0.04824446509,0.4975877767,0,0.05,true
001b,planted_synthetic_not_live,236,0,-0.5334419329,-0.06936593631,-0.07188119957,0.49640594,1,0.05,true
001b,planted_synthetic_not_live,237,1,0.1138349406,-0.06210072764,-0.06397067457,0.4968014663,1,0.05,true
001b,planted_synthetic_not_live,238,0,-0.2161330228,-0.07113841477,-0.07365367804,0.4963173161,0,0.05,true
001b,planted_synthetic_not_live,239,1,-0.3323471877,-0.08594149658,-0.08781144352,0.4956094278,0,0.05,true
001b,planted_synthetic_not_live,240,0,-1.214143914,-0.1412417552,-0.1437570184,0.4928121491,1,0.05,true
001b,planted_synthetic_not_live,241,1,-0.5139222105,-0.1628634007,-0.1647333476,0.4917633326,0,0.05,true
001b,planted_synthetic_not_live,242,1,-0.5629660423,-0.1865171305,-0.1883870775,0.4905806461,1,0.05,true
001b,planted_synthetic_not_live,243,0,0.0680196088,-0.1781601164,-0.1806753797,0.490966231,0,0.05,true
001b,planted_synthetic_not_live,244,0,-0.4456306583,-0.1967627903,-0.1992780536,0.4900360973,1,0.05,true
001b,planted_synthetic_not_live,245,0,-0.6482023896,-0.2248906963,-0.2274059596,0.488629702,1,0.05,true
001b,planted_synthetic_not_live,246,1,-0.1500445738,-0.2274768774,-0.2293468243,0.4885326588,0,0.05,true
001b,planted_synthetic_not_live,247,0,-0.2855607507,-0.2375467135,-0.2400619768,0.4879969012,1,0.05,true
001b,planted_synthetic_not_live,248,0,1.676376129,-0.1212402607,-0.1237555239,0.4938122238,0,0.05,true
001b,planted_synthetic_not_live,249,0,1.554534985,-0.02993801363,-0.03245327689,0.4983773362,0,0.05,true
001b,planted_synthetic_not_live,250,0,0.1152969979,-0.02305778248,-0.02557304574,0.4987213477,1,0.05,true
