attempt,arm,shot,context,r_housekeeping,J,J_centered,p_generated,outcome_a,planted_kappa,synthetic_only
001b,blank_synthetic,47,0,-1.308233169,-0.1132716356,-0.1095448856,0.5,0,0.0,true
001b,blank_synthetic,48,1,-1.311337971,-0.1738475508,-0.1699881715,0.5,1,0.0,true
001b,blank_synthetic,49,1,0.5065643533,-0.1411326685,-0.1372732893,0.5,1,0.0,true
001b,blank_synthetic,50,0,-1.126158594,-0.1921081789,-0.1883814289,0.5,0,0.0,true
001b,blank_synthetic,51,1,1.612184785,-0.09298567532,-0.08912629605,0.5,1,0.0,true
001b,blank_synthetic,52,0,0.4360602685,-0.06769550489,-0.06396875486,0.5,1,0.0,true
001b,blank_synthetic,53,1,-1.28981362,-0.128352856,-0.1244934767,0.5,0,0.0,true
001b,blank_synthetic,54,1,-2.668138062,-0.2240851209,-0.2202257416,0.5,0,0.0,true
001b,blank_synthetic,55,1,-1.343904665,-0.2694529443,-0.265593565,0.5,1,0.0,true
001b,blank_synthetic,56,1,-0.2815202452,-0.2748095939,-0.2709502146,0.5,1,0.0,true
001b,blank_synthetic,57,1,1.098022672,-0.2121219727,-0.2082625934,0.5,0,0.0,true
001b,blank_synthetic,58,1,1.646129002,-0.1242048806,-0.1203455013,0.5,0,0.0,true
001b,blank_synthetic,59,0,0.1041628489,-0.116383421,-0.1126566709,0.5,0,0.0,true
001b,blank_synthetic,60,0,1.919627969,-0.02373915113,-0.0200124011,0.5,1,0.0,true
001b,blank_synthetic,61,0,-1.156660447,-0.07190727261,-0.06818052258,0.5,0,0.0,true
001b,blank_synthetic,62,1,0.3435850819,-0.05492547901,-0.05106609975,0.5,1,0.0,true
001b,blank_synthetic,63,1,0.2245209451,-0.04343210049,-0.03957272123,0.5,1,0.0,true
001b,blank_synthetic,64,1,-0.4025958624,-0.06061206062,-0.05675268136,0.5,0,0.0,true
001b,blank_synthetic,65,1,-1.569513437,-0.126096513,-0.1222371337,0.5,1,0.0,true
001b,blank_synthetic,66,0,0.7037761603,-0.089779746,-0.08605299598,0.5,0,0.0,true
001b,blank_synthetic,67,1,0.7631586465,-0.05140816048,-0.04754878121,0.5,0,0.0,true
001b,blank_synthetic,68,1,-1.196800929,-0.1032234503,-0.09936407106,0.5,0,0.0,true
001b,blank_synthetic,69,0,-1.149688938,-0.1501653021,-0.146438552,0.5,1,0.0,true
001b,blank_synthetic,70,0,-0.9922848229,-0.1887083409,-0.1849815909,0.5,1,0.0,true
001b,blank_synthetic,71,1,-1.020526719,-0.2266854965,-0.2228261172,0.5,0,0.0,true
001b,blank_synthetic,72,1,-0.2139575187,-0.230785852,-0.2269264727,0.5,0,0.0,true
001b,blank_synthetic,73,0,0.1846220566,-0.2158611426,-0.2121343925,0.5,0,0.0,true
001b,blank_synthetic,74,1,-0.3945460337,-0.2290441571,-0.2251847778,0.5,0,0.0,true
001b,blank_synthetic,75,0,-1.623619381,-0.2866357151,-0.2829089651,0.5,1,0.0,true
001b,blank_synthetic,76,0,0.2883375941,-0.264813757,-0.261087007,0.5,0,0.0,true
001b,blank_synthetic,77,1,-1.468353717,-0.3148796832,-0.3110203039,0.5,0,0.0,true
001b,blank_synthetic,78,0,-0.3544597278,-0.3231831809,-0.3194564309,0.5,1,0.0,true
001b,blank_synthetic,79,1,-0.1673333559,-0.3230992446,-0.3192398653,0.5,1,0.0,true
001b,blank_synthetic,80,0,1.199438523,-0.2447598401,-0.2410330901,0.5,1,0.0,true
001b,blank_synthetic,81,1,0.1274405186,-0.2320349465,-0.2281755673,0.5,0,0.0,true
001b,blank_synthetic,82,0,0.06747715107,-0.2226401812,-0.2189134312,0.5,0,0.0,true
001b,blank_synthetic,83,1,1.739045999,-0.1152320016,-0.1113726224,0.5,0,0.0,true
001b,blank_synthetic,84,0,0.5305354575,-0.08499754348,-0.08127079346,0.5,1,0.0,true
001b,blank_synthetic,85,0,-0.5151418758,-0.1085135917,-0.1047868417,0.5,1,0.0,true
001b,blank_synthetic,86,0,1.557436284,-0.02290116693,-0.0191744169,0.5,0,0.0,true
001b,blank_synthetic,87,0,-0.7634171993,-0.05990649392,-0.0561797439,0.5,0,0.0,true
001b,blank_synthetic,88,0,-2.275201605,-0.1547465183,-0.1510197682,0.5,0,0.0,true
001b,blank_synthetic,89,1,-1.206206647,-0.2006125964,-0.1967532171,0.5,1,0.0,true
001b,blank_synthetic,90,1,-1.63793731,-0.2568796628,-0.2530202836,0.5,1,0.0,true
001b,blank_synthetic,91,1,0.240234556,-0.2393139684,-0.2354545891,0.5,1,0.0,true
001b,blank_synthetic,92,1,0.1089460137,-0.2281857019,-0.2243263227,0.5,1,0.0,true
001b,blank_synthetic,93,0,-0.3918989363,-0.2400790777,-0.2363523277,0.5,0,0.0,true
001b,blank_synthetic,94,0,0.2747538817,-0.220358336,-0.216631586,0.5,0,0.0,true
001b,blank_synthetic,95,0,0.9126291789,-0.1663375126,-0.1626107626,0.5,1,0.0,true
001b,blank_synthetic,96,0,1.161891536,-0.1010729582,-0.09734620819,0.5,0,0.0,true
001b,blank_synthetic,97,0,0.1208517047,-0.09251500075,-0.08878825072,0.5,0,0.0,true
001b,blank_synthetic,98,0,1.84361495,0.002923652231,0.006650402257,0.5,0,0.0,true
001b,blank_synthetic,99,1,-1.618389735,-0.07060057075,-0.06674119148,0.5,1,0.0,true
001b,blank_synthetic,100,1,0.0976814518,-0.06426102129,-0.06040164202,0.5,0,0.0,true
001b,blank_synthetic,101,1,-0.6524621147,-0.09283755387,-0.08897817461,0.5,0,0.0,true
001b,blank_synthetic,102,0,1.988915214,0.005365994811,0.009092744836,0.5,0,0.0,true
001b,blank_synthetic,103,0,-0.04086319403,0.003365143892,0.007091893917,0.5,1,0.0,true
001b,blank_synthetic,104,0,0.01278908573,0.003878716606,0.007605466632,0.5,1,0.0,true
001b,blank_synthetic,105,0,1.488533843,0.07170786521,0.07543461523,0.5,1,0.0,true
001b,blank_synthetic,106,1,-0.3239718279,0.05455791935,0.05841729862,0.5,0,0.0,true
001b,blank_synthetic,107,1,0.5830342583,0.08056231421,0.08442169347,0.5,0,0.0,true
001b,blank_synthetic,108,1,-1.837969605,-0.01056423771,-0.00670485844,0.5,0,0.0,true
001b,blank_synthetic,109,0,-0.141132371,-0.01686129554,-0.01313454551,0.5,0,0.0,true
001b,blank_synthetic,110,1,-1.569195594,-0.08663445428,-0.08277507502,0.5,0,0.0,true
001b,blank_synthetic,111,1,0.07512014035,-0.08094122644,-0.07708184718,0.5,1,0.0,true
001b,blank_synthetic,112,1,0.3707485962,-0.06103295043,-0.05717357116,0.5,0,0.0,true
001b,blank_synthetic,113,0,0.6395107765,-0.02804497779,-0.02431822777,0.5,1,0.0,true
001b,blank_synthetic,114,1,0.06621767811,-0.02405252295,-0.02019314368,0.5,0,0.0,true
001b,blank_synthetic,115,1,0.497860758,0.001841610354,0.005700989621,0.5,1,0.0,true
001b,blank_synthetic,116,0,-1.270332326,-0.06140532351,-0.05767857349,0.5,0,0.0,true
001b,blank_synthetic,117,0,-0.9029333678,-0.1037109802,-0.09998423016,0.5,1,0.0,true
001b,blank_synthetic,118,1,1.128851452,-0.0418709719,-0.03801159263,0.5,1,0.0,true
001b,blank_synthetic,119,0,0.6849980533,-0.005879733218,-0.002152983193,0.5,1,0.0,true
001b,blank_synthetic,120,0,0.4200336822,0.01586418655,0.01959093658,0.5,0,0.0,true
001b,blank_synthetic,121,1,0.6890778504,0.0510961673,0.05495554657,0.5,1,0.0,true
001b,blank_synthetic,122,1,0.7582517723,0.08881556432,0.09267494359,0.5,1,0.0,true
001b,blank_synthetic,123,0,0.187948659,0.09659153915,0.1003182892,0.5,1,0.0,true
001b,blank_synthetic,124,0,-2.41440822,-0.03362622226,-0.02989947223,0.5,0,0.0,true
001b,blank_synthetic,125,0,2.120442941,0.0639165846,0.06764333463,0.5,1,0.0,true
001b,blank_synthetic,126,0,0.5279980928,0.08574030944,0.08946705946,0.5,1,0.0,true
001b,blank_synthetic,127,0,0.1979298654,0.09264381693,0.09637056696,0.5,1,0.0,true
001b,blank_synthetic,128,0,-1.15674149,0.03444744872,0.03817419875,0.5,1,0.0,true
001b,blank_synthetic,129,0,-1.635885005,-0.04129594158,-0.03756919155,0.5,1,0.0,true
001b,blank_synthetic,130,1,-1.36425922,-0.09894568666,-0.0950863074,0.5,1,0.0,true
001b,blank_synthetic,131,1,1.519471972,-0.02644920288,-0.02258982362,0.5,0,0.0,true
001b,blank_synthetic,132,1,-1.088763227,-0.07242952929,-0.06857015002,0.5,0,0.0,true
001b,blank_synthetic,133,0,0.5411534223,-0.04624241734,-0.04251566732,0.5,1,0.0,true
001b,blank_synthetic,134,0,-0.5003900658,-0.06744286332,-0.0637161133,0.5,1,0.0,true
001b,blank_synthetic,135,1,-0.0955661197,-0.0701501894,-0.06629081014,0.5,0,0.0,true
001b,blank_synthetic,136,0,-1.297705942,-0.1253792453,-0.1216524952,0.5,0,0.0,true
001b,blank_synthetic,137,1,0.478533498,-0.09920511455,-0.09534573528,0.5,1,0.0,true
001b,blank_synthetic,138,0,-1.255061491,-0.1515277199,-0.1478009698,0.5,0,0.0,true
001b,blank_synthetic,139,0,0.186109573,-0.1387334945,-0.1350067445,0.5,0,0.0,true
001b,blank_synthetic,140,1,-0.919233301,-0.176518425,-0.1726590457,0.5,0,0.0,true
001b,blank_synthetic,141,1,1.915272008,-0.07203745096,-0.0681780717,0.5,1,0.0,true
001b,blank_synthetic,142,1,1.09315264,-0.01902572685,-0.01516634758,0.5,0,0.0,true
001b,blank_synthetic,143,1,0.2977704689,-0.004715272316,-0.0008558930492,0.5,1,0.0,true
001b,blank_synthetic,144,0,1.092201645,0.04608623228,0.0498129823,0.5,1,0.0,true
001b,blank_synthetic,145,1,-0.3618127424,0.02765263313,0.0315120124,0.5,1,0.0,true
001b,blank_synthetic,146,0,1.049060851,0.07597519965,0.07970194967,0.5,1,0.0,true
001b,blank_synthetic,147,0,0.8397418672,0.1129988241,0.1167255741,0.5,1,0.0,true
001b,blank_synthetic,148,0,1.017446411,0.1562050008,0.1599317509,0.5,1,0.0,true
001b,blank_synthetic,149,0,0.8461344594,0.1905490965,0.1942758465,0.5,1,0.0,true
001b,blank_synthetic,150,0,0.6193926811,0.2144042707,0.2181310207,0.5,0,0.0,true
001b,blank_synthetic,151,1,-1.573420358,0.1222808642,0.1261402434,0.5,0,0.0,true
001b,blank_synthetic,152,1,1.862769114,0.1945087718,0.1983681511,0.5,0,0.0,true
001b,blank_synthetic,153,0,0.3633023228,0.2058241377,0.2095508878,0.5,0,0.0,true
001b,blank_synthetic,154,0,0.748796159,0.2331690172,0.2368957672,0.5,0,0.0,true
001b,blank_synthetic,155,1,0.1705481315,0.2352941544,0.2391535336,0.5,1,0.0,true
001b,blank_synthetic,156,0,0.2313980183,0.2404133968,0.2441401469,0.5,1,0.0,true
001b,blank_synthetic,157,1,-0.8540312428,0.1878054033,0.1916647826,0.5,1,0.0,true
001b,blank_synthetic,158,1,1.521757964,0.2460708401,0.2499302194,0.5,0,0.0,true
001b,blank_synthetic,159,1,1.033578145,0.2835012687,0.287360648,0.5,1,0.0,true
001b,blank_synthetic,160,1,-0.707954922,0.2385466942,0.2424060735,0.5,1,0.0,true
001b,blank_synthetic,161,1,0.3388295752,0.248722251,0.2525816303,0.5,1,0.0,true
001b,blank_synthetic,162,0,0.4314579371,0.2631994461,0.2669261961,0.5,1,0.0,true
001b,blank_synthetic,163,0,-0.2430173089,0.2434621113,0.2471888613,0.5,1,0.0,true
001b,blank_synthetic,164,1,-0.4706802926,0.2108073846,0.2146667638,0.5,0,0.0,true
001b,blank_synthetic,165,1,-0.3525813953,0.1855703599,0.1894297392,0.5,1,0.0,true
001b,blank_synthetic,166,0,1.124216819,0.2344775161,0.2382042661,0.5,1,0.0,true
001b,blank_synthetic,167,1,0.173603706,0.237878248,0.2417376273,0.5,0,0.0,true
001b,blank_synthetic,168,0,-0.2550931376,0.217014446,0.2207411961,0.5,0,0.0,true
001b,blank_synthetic,169,0,0.007059359281,0.2119269353,0.2156536854,0.5,1,0.0,true
001b,blank_synthetic,170,1,-0.5309968678,0.1733834929,0.1772428721,0.5,0,0.0,true
001b,blank_synthetic,171,1,1.080623228,0.2247368431,0.2285962224,0.5,0,0.0,true
001b,blank_synthetic,172,1,-0.5618484031,0.1836920445,0.1875514237,0.5,0,0.0,true
001b,blank_synthetic,173,0,-0.4784320016,0.1490133664,0.1527401164,0.5,1,0.0,true
001b,blank_synthetic,174,0,0.4742556333,0.1728352562,0.1765620062,0.5,1,0.0,true
001b,blank_synthetic,175,1,-1.078756057,0.09694944744,0.1008088267,0.5,1,0.0,true
001b,blank_synthetic,176,0,0.09683060162,0.1003880308,0.1041147808,0.5,1,0.0,true
001b,blank_synthetic,177,1,1.478509359,0.1761127005,0.1799720798,0.5,1,0.0,true
001b,blank_synthetic,178,1,-0.4248604759,0.1454468482,0.1493062275,0.5,0,0.0,true
001b,blank_synthetic,179,0,0.8110574068,0.1865026378,0.1902293878,0.5,1,0.0,true
001b,blank_synthetic,180,1,0.3047684305,0.1996212129,0.2034805922,0.5,0,0.0,true
001b,blank_synthetic,181,1,0.3487713124,0.2152336873,0.2190930665,0.5,0,0.0,true
001b,blank_synthetic,182,0,1.476125525,0.2798951267,0.2836218768,0.5,0,0.0,true
001b,blank_synthetic,183,0,-3.61839069,0.03979953608,0.0435262861,0.5,1,0.0,true
001b,blank_synthetic,184,1,-0.7636260279,0.004992391967,0.008851771234,0.5,0,0.0,true
001b,blank_synthetic,185,1,-0.9555029446,-0.03728940424,-0.03343002498,0.5,0,0.0,true
001b,blank_synthetic,186,1,0.3106079558,-0.02227083402,-0.01841145475,0.5,1,0.0,true
001b,blank_synthetic,187,1,-1.175214551,-0.07391251206,-0.0700531328,0.5,1,0.0,true
001b,blank_synthetic,188,1,0.07328463987,-0.06865382875,-0.06479444948,0.5,1,0.0,true
001b,blank_synthetic,189,0,0.03738371058,-0.06514500085,-0.06141825083,0.5,1,0.0,true
001b,blank_synthetic,190,1,0.1603711616,-0.05567857653,-0.05181919726,0.5,0,0.0,true
001b,blank_synthetic,191,1,0.3615827609,-0.03615842161,-0.03229904235,0.5,0,0.0,true
001b,blank_synthetic,192,0,-0.6990368215,-0.0699381843,-0.06621143428,0.5,1,0.0,true
001b,blank_synthetic,193,1,0.003883258286,-0.06796704293,-0.06410766367,0.5,1,0.0,true
001b,blank_synthetic,194,1,-0.3133983516,-0.08259948164,-0.07874010237,0.5,0,0.0,true
001b,blank_synthetic,195,0,1.962179884,0.02321889184,0.02694564186,0.5,0,0.0,true
001b,blank_synthetic,196,1,0.4981933272,0.04732805186,0.05118743112,0.5,1,0.0,true
001b,blank_synthetic,197,0,1.21912178,0.1044998,0.10822655,0.5,1,0.0,true
001b,blank_synthetic,198,0,0.09077506988,0.1064200344,0.1101467844,0.5,1,0.0,true
001b,blank_synthetic,199,0,0.5999595608,0.1335481401,0.1372748901,0.5,0,0.0,true
001b,blank_synthetic,200,0,0.3498052686,0.1480960501,0.1518228001,0.5,0,0.0,true
001b,blank_synthetic,201,1,1.660650215,0.217084644,0.2209440233,0.5,1,0.0,true
001b,blank_synthetic,202,1,0.1428036071,0.2187992973,0.2226586766,0.5,0,0.0,true
001b,blank_synthetic,203,1,-0.06706974,0.2097034288,0.2135628081,0.5,1,0.0,true
001b,blank_synthetic,204,1,0.566403469,0.2328050984,0.2366644777,0.5,1,0.0,true
001b,blank_synthetic,205,1,0.1883386168,0.2369930091,0.2408523884,0.5,1,0.0,true
001b,blank_synthetic,206,0,-2.486563189,0.07726953282,0.08099628284,0.5,0,0.0,true
001b,blank_synthetic,207,1,0.2498236532,0.08740491152,0.09126429079,0.5,0,0.0,true
001b,blank_synthetic,208,0,-0.7125941267,0.04885719302,0.05258394304,0.5,0,0.0,true
001b,blank_synthetic,209,0,0.3104640915,0.06322805322,0.06695480325,0.5,0,0.0,true
001b,blank_synthetic,210,1,-0.1800376358,0.0522250744,0.05608445366,0.5,1,0.0,true
001b,blank_synthetic,211,0,-0.9479223118,0.0003949637053,0.004121713731,0.5,1,0.0,true
001b,blank_synthetic,212,1,-2.241204375,-0.1050445987,-0.1011852195,0.5,1,0.0,true
001b,blank_synthetic,213,1,1.027931042,-0.05154229439,-0.04768291513,0.5,0,0.0,true
001b,blank_synthetic,214,0,0.8548816002,-0.008779120838,-0.005052370813,0.5,1,0.0,true
001b,blank_synthetic,215,0,-1.182327435,-0.06410245116,-0.06037570113,0.5,1,0.0,true
001b,blank_synthetic,216,0,-0.1531979358,-0.06986109149,-0.06613434146,0.5,1,0.0,true
001b,blank_synthetic,217,0,-1.436204855,-0.132828458,-0.129101708,0.5,0,0.0,true
001b,blank_synthetic,218,0,0.4439844448,-0.1074134951,-0.1036867451,0.5,1,0.0,true
001b,blank_synthetic,219,0,-1.004681279,-0.1508072574,-0.1470805073,0.5,1,0.0,true
001b,blank_synthetic,220,0,-0.4570568195,-0.1688139738,-0.1650872237,0.5,0,0.0,true
001b,blank_synthetic,221,1,0.1240018513,-0.15819285,-0.1543334708,0.5,0,0.0,true
001b,blank_synthetic,222,0,0.9771561236,-0.10083225,-0.09710549994,0.5,0,0.0,true
001b,blank_synthetic,223,1,0.5448835012,-0.06939026437,-0.06553088511,0.5,1,0.0,true
001b,blank_synthetic,224,0,-0.5223090121,-0.09455801295,-0.09083126293,0.5,1,0.0,true
001b,blank_synthetic,225,0,-0.3462509288,-0.1104401641,-0.1067134141,0.5,0,0.0,true
001b,blank_synthetic,226,1,1.044477941,-0.04851101915,-0.04465163989,0.5,0,0.0,true
001b,blank_synthetic,227,1,2.400810753,0.07255115138,0.07641053064,0.5,0,0.0,true
001b,blank_synthetic,228,1,-0.08580306602,0.06654769979,0.07040707906,0.5,1,0.0,true
001b,blank_synthetic,229,0,0.3384040566,0.08144255176,0.08516930179,0.5,1,0.0,true
001b,blank_synthetic,230,0,0.8234563085,0.1191599164,0.1228866665,0.5,1,0.0,true
001b,blank_synthetic,231,0,-0.4049517792,0.09498036437,0.0987071144,0.5,0,0.0,true
001b,blank_synthetic,232,1,-0.03952176835,0.09050228283,0.0943616621,0.5,1,0.0,true
001b,blank_synthetic,233,0,0.4341730027,0.1109306308,0.1146573809,0.5,0,0.0,true
001b,blank_synthetic,234,0,0.2858015571,0.1234848193,0.1272115693,0.5,0,0.0,true
001b,blank_synthetic,235,0,-0.3305764883,0.101464531,0.105191281,0.5,0,0.0,true
001b,blank_synthetic,236,0,-0.4143490307,0.07470748443,0.07843423446,0.5,0,0.0,true
001b,blank_synthetic,237,0,0.6587850517,0.1097490651,0.1134758151,0.5,1,0.0,true
001b,blank_synthetic,238,1,-1.967282436,-0.00836429665,-0.004504917383,0.5,1,0.0,true
001b,blank_synthetic,239,0,1.584009369,0.0720749731,0.07580172312,0.5,0,0.0,true
001b,blank_synthetic,240,0,-0.1664941113,0.06161051649,0.06533726651,0.5,1,0.0,true
001b,blank_synthetic,241,1,0.1730826735,0.06915191826,0.07301129753,0.5,1,0.0,true
001b,blank_synthetic,242,0,-1.040223122,0.01063690062,0.01436365064,0.5,0,0.0,true
001b,blank_synthetic,243,0,-0.5330688208,-0.01824952631,-0.01452277628,0.5,0,0.0,true
001b,blank_synthetic,244,0,1.678649441,0.06878034328,0.07250709331,0.5,0,0.0,true
001b,blank_synthetic,245,0,2.141458352,0.1598048514,0.1635316014,0.5,0,0.0,true
001b,blank_synthetic,246,0,-0.5422826503,0.1289610071,0.1326877571,0.5,1,0.0,true
001b,blank_synthetic,247,1,-0.05519176912,0.1229968187,0.126856198,0.5,0,0.0,true
001b,blank_synthetic,248,1,0.9106101521,0.1620872015,0.1659465807,0.5,1,0.0,true
001b,blank_synthetic,249,0,0.09953567572,0.1629457046,0.1666724546,0.5,0,0.0,true
001b,blank_synthetic,250,0,0.1202053927,0.1649543451,0.1686810951,0.5,0,0.0,true
001b,blank_synthetic,251,1,1.390507529,0.2225820496,0.2264414289,0.5,0,0.0,true
001b,blank_synthetic,252,0,0.9008700261,0.2578753287,0.2616020787,0.5,0,0.0,true
001b,blank_synthetic,253,1,1.466678934,0.3098988562,0.3137582355,0.5,0,0.0,true
001b,blank_synthetic,254,0,-1.974118939,0.1853112435,0.1890379935,0.5,1,0.0,true
001b,blank_synthetic,255,0,-0.06133363682,0.1777115106,0.1814382606,0.5,1,0.0,true
001b,blank_synthetic,256,1,-0.5498845327,0.1455791733,0.1494385526,0.5,0,0.0,true
001b,blank_synthetic,257,0,1.114818574,0.1911581515,0.1948849015,0.5,0,0.0,true
001b,blank_synthetic,258,1,-1.055320202,0.1310150197,0.1348743989,0.5,0,0.0,true
001b,blank_synthetic,259,0,-0.3278013523,0.1113189911,0.1150457411,0.5,1,0.0,true
001b,blank_synthetic,260,1,-0.8479371727,0.06474231881,0.06860169808,0.5,0,0.0,true
001b,blank_synthetic,261,0,-1.360510041,-0.005519626087,-0.001792876062,0.5,1,0.0,true
001b,blank_synthetic,262,0,0.8745108207,0.03733423197,0.041060982,0.5,0,0.0,true
001b,blank_synthetic,263,0,-0.5499084645,0.008828865259,0.01255561528,0.5,0,0.0,true
001b,blank_synthetic,264,1,0.323905557,0.02502803508,0.02888741435,0.5,1,0.0,true
001b,blank_synthetic,265,1,-0.3070642807,0.008376950929,0.0122363302,0.5,0,0.0,true
001b,blank_synthetic,266,0,-0.748712341,-0.03125516098,-0.02752841095,0.5,0,0.0,true
001b,blank_synthetic,267,0,0.3705632176,-0.01046953301,-0.006742782984,0.5,1,0.0,true
001b,blank_synthetic,268,1,-1.030944289,-0.06487622517,-0.06101684591,0.5,0,0.0,true
001b,blank_synthetic,269,1,0.0253961101,-0.06184264646,-0.05798326719,0.5,1,0.0,true
001b,blank_synthetic,270,0,0.03234307484,-0.05845906494,-0.05473231491,0.5,1,0.0,true
001b,blank_synthetic,271,1,-0.5623334885,-0.08844471314,-0.08458533388,0.5,1,0.0,true
001b,blank_synthetic,272,0,0.01925663568,-0.08507797396,-0.08135122394,0.5,0,0.0,true
001b,blank_synthetic,273,0,0.6991147603,-0.04027310605,-0.03654635602,0.5,1,0.0,true
001b,blank_synthetic,274,1,-0.6339743855,-0.07649463776,-0.0726352585,0.5,0,0.0,true
001b,blank_synthetic,275,0,-0.9784615634,-0.1298499872,-0.1261232372,0.5,1,0.0,true
001b,blank_synthetic,276,1,0.3692242595,-0.1036551695,-0.09979579027,0.5,0,0.0,true
001b,blank_synthetic,277,1,-0.05441643324,-0.1043872458,-0.1005278665,0.5,0,0.0,true
001b,blank_synthetic,278,0,-0.02159587799,-0.1031135804,-0.0993868304,0.5,0,0.0,true
001b,blank_synthetic,279,0,-0.6208786357,-0.1387029215,-0.1349761715,0.5,1,0.0,true
001b,blank_synthetic,280,1,0.6614968564,-0.08999163449,-0.08613225522,0.5,0,0.0,true
001b,blank_synthetic,281,0,-0.02113614757,-0.08911137795,-0.08538462793,0.5,1,0.0,true
