attempt,arm,shot,context,r_housekeeping,J,J_centered,p_generated,outcome_a,planted_kappa,synthetic_only
001,planted,37,0,-0.4672170509,0.01640424379,0.0243603598,0.5019488288,1,0.08,true
001,planted,38,0,0.1397690033,0.02318762641,0.03114374241,0.5024914994,0,0.08,true
001,planted,39,0,0.7351856685,0.06058480095,0.06854091696,0.5054832734,1,0.08,true
001,planted,40,1,-0.07962507962,0.05478287501,0.05729797072,0.5045838377,0,0.08,true
001,planted,41,0,0.7693067411,0.09393728652,0.1018934025,0.5081514722,0,0.08,true
001,planted,42,1,-0.4666586465,0.06531748897,0.06783258469,0.5054266068,1,0.08,true
001,planted,43,1,1.611028566,0.1431189687,0.1456340644,0.5116507252,1,0.08,true
001,planted,44,0,0.1925187144,0.149651167,0.157607283,0.5126085826,0,0.08,true
001,planted,45,1,1.579335114,0.2168497622,0.2193648579,0.5175491886,1,0.08,true
001,planted,46,0,-0.3063118366,0.1947655592,0.2027216752,0.516217734,0,0.08,true
001,planted,47,0,-1.55814207,0.09933865899,0.107294775,0.508583582,1,0.08,true
001,planted,48,1,-0.3719914083,0.07732669398,0.0798417897,0.5063873432,1,0.08,true
001,planted,49,0,-0.105587098,0.06977281091,0.07772892692,0.5062183142,1,0.08,true
001,planted,50,0,0.5627036217,0.0975734868,0.1055296028,0.5084423682,0,0.08,true
001,planted,51,0,1.753510098,0.1759343354,0.1838904514,0.5147112361,0,0.08,true
001,planted,52,1,0.7442421249,0.2070091822,0.2095242779,0.5167619422,0,0.08,true
001,planted,53,0,0.6940810392,0.2350617228,0.2430178388,0.5194414271,1,0.08,true
001,planted,54,0,-1.151469701,0.162036546,0.169992662,0.513599413,0,0.08,true
001,planted,55,1,-0.898496541,0.1083405826,0.1108556783,0.5088684543,0,0.08,true
001,planted,56,0,-0.2224041698,0.09373875906,0.1016948751,0.50813559,1,0.08,true
001,planted,57,1,-0.0941679218,0.08625442717,0.08876952289,0.5071015618,1,0.08,true
001,planted,58,0,0.2964694059,0.1002321636,0.1081882796,0.5086550624,1,0.08,true
001,planted,59,1,-1.701578496,0.001095562182,0.0036106579,0.5002888526,0,0.08,true
001,planted,60,0,-1.260993425,-0.0634802026,-0.0555240866,0.4955580731,0,0.08,true
001,planted,61,1,-0.1687949237,-0.0706759485,-0.06816085279,0.4945471318,1,0.08,true
001,planted,62,0,0.003636122147,-0.06869073564,-0.06073461964,0.4951412304,0,0.08,true
001,planted,63,1,-1.337742865,-0.1336932884,-0.1311781927,0.4895057446,0,0.08,true
001,planted,64,1,0.1786608556,-0.1205889151,-0.1180738194,0.4905540944,1,0.08,true
001,planted,65,1,-0.5564561076,-0.1468342897,-0.1443191939,0.4884544645,1,0.08,true
001,planted,66,0,-0.6273220418,-0.1761033223,-0.1681472063,0.4865482235,1,0.08,true
001,planted,67,1,-0.05072451282,-0.1745104076,-0.1719953119,0.486240375,1,0.08,true
001,planted,68,0,-1.861327439,-0.2506160172,-0.2426599012,0.4805872079,1,0.08,true
001,planted,69,1,1.728660393,-0.1397044457,-0.13718935,0.489024852,0,0.08,true
001,planted,70,1,-1.004137375,-0.1826098999,-0.1800948042,0.4855924157,1,0.08,true
001,planted,71,0,0.9521280402,-0.12652368,-0.118567564,0.4905145949,1,0.08,true
001,planted,72,1,0.8980801504,-0.07585413846,-0.07333904274,0.4941328766,0,0.08,true
001,planted,73,0,1.10738108,-0.01654298529,-0.008586869289,0.4993130505,0,0.08,true
001,planted,74,0,0.8595293303,0.02724267824,0.03519879424,0.5028159035,1,0.08,true
001,planted,75,0,0.5460631545,0.0541976142,0.0621537302,0.5049722984,1,0.08,true
001,planted,76,1,0.6233030675,0.08454751549,0.08706261121,0.5069650089,1,0.08,true
001,planted,77,1,1.338591823,0.1463006529,0.1488157486,0.5119052599,0,0.08,true
001,planted,78,1,0.6636566689,0.1750011066,0.1775162023,0.5142012962,0,0.08,true
001,planted,79,0,-0.8528463847,0.1231894087,0.1311455247,0.510491642,1,0.08,true
001,planted,80,1,0.8741976156,0.1629269098,0.1654420056,0.5132353604,0,0.08,true
001,planted,81,1,-1.213818832,0.09049262505,0.09300772077,0.5074406177,0,0.08,true
001,planted,82,1,0.5688964068,0.1170097449,0.1195248406,0.5095619873,0,0.08,true
001,planted,83,1,-1.437986436,0.03530577862,0.03782087434,0.5030256699,0,0.08,true
001,planted,84,0,-1.075146857,-0.02062565513,-0.01266953912,0.4989864369,1,0.08,true
001,planted,85,1,-0.5260319036,-0.04687583307,-0.04436073735,0.496451141,1,0.08,true
001,planted,86,0,-0.7442517209,-0.08349859475,-0.07554247875,0.4939566017,1,0.08,true
001,planted,87,0,-0.2935368457,-0.09672570793,-0.08876959193,0.4928984326,0,0.08,true
001,planted,88,0,-0.8264536326,-0.1364390002,-0.1284828842,0.4897213693,0,0.08,true
001,planted,89,0,0.4463868141,-0.1079579397,-0.1000018237,0.4919998541,0,0.08,true
001,planted,90,1,-0.6376696824,-0.1390108194,-0.1364957237,0.4890803421,0,0.08,true
001,planted,91,1,0.5535948677,-0.1032323878,-0.1007172921,0.4919426166,1,0.08,true
001,planted,92,0,-0.1680483625,-0.1101566345,-0.1022005185,0.4918239585,1,0.08,true
001,planted,93,0,-0.25965593,-0.1223510447,-0.1143949287,0.4908484057,1,0.08,true
001,planted,94,0,-1.5150478,-0.1948628478,-0.1869067318,0.4850474615,1,0.08,true
001,planted,95,1,1.061965267,-0.1246877002,-0.1221726045,0.4902261916,0,0.08,true
001,planted,96,1,1.839073491,-0.01578140706,-0.01326631134,0.4989386951,0,0.08,true
001,planted,97,1,1.68084749,0.06799573127,0.07051082699,0.5056408662,0,0.08,true
001,planted,98,1,-0.402934449,0.04584555711,0.04836065283,0.5038688522,0,0.08,true
001,planted,99,0,0.558794782,0.07277097906,0.08072709506,0.5064581676,0,0.08,true
001,planted,100,0,1.20427796,0.1288325425,0.1367886586,0.5109430927,1,0.08,true
001,planted,101,0,-0.2635577943,0.1117672837,0.1197233997,0.509577872,1,0.08,true
001,planted,102,1,-1.360250631,0.03529486484,0.03780996056,0.5030247968,1,0.08,true
001,planted,103,0,1.308276287,0.09756420986,0.1055203259,0.5084416261,1,0.08,true
001,planted,104,1,-0.6738735302,0.06023963457,0.06275473028,0.5050203784,1,0.08,true
001,planted,105,1,0.5506861411,0.08633369066,0.08884878637,0.5071079029,0,0.08,true
001,planted,106,1,-0.2994192953,0.06831351191,0.07082860763,0.5056662886,1,0.08,true
001,planted,107,0,-1.412954449,-0.008602987365,-0.0006468713608,0.4999482503,0,0.08,true
001,planted,108,0,1.434582299,0.06286434087,0.07082045688,0.5056656366,0,0.08,true
001,planted,109,1,-0.9427103216,0.01322872767,0.01574382339,0.5012595059,1,0.08,true
001,planted,110,0,-0.6051483765,-0.01769176879,-0.009735652783,0.4992211478,1,0.08,true
001,planted,111,0,1.785971352,0.06933555476,0.07729167077,0.5061833337,0,0.08,true
001,planted,112,1,-0.9781270476,0.01922678928,0.02174188499,0.5017393508,0,0.08,true
001,planted,113,1,0.452011693,0.04075350153,0.04326859725,0.5034614878,0,0.08,true
001,planted,114,0,-0.5507508001,0.01199651912,0.01995263512,0.5015962108,1,0.08,true
001,planted,115,0,0.7313747654,0.04838748617,0.05634360217,0.5045074882,1,0.08,true
001,planted,116,1,-0.71413782,0.01010456235,0.01261965807,0.5010095726,1,0.08,true
001,planted,117,0,0.470304606,0.03425495188,0.04221106789,0.5033768854,1,0.08,true
001,planted,118,1,-1.580121732,-0.04766854032,-0.04515344461,0.4963877244,0,0.08,true
001,planted,119,0,0.3300180278,-0.02946882978,-0.02151271378,0.4982789829,1,0.08,true
001,planted,120,0,-0.8475908058,-0.07174809098,-0.06379197498,0.494896642,0,0.08,true
001,planted,121,0,-0.3318774005,-0.08717031205,-0.07921419605,0.4936628643,1,0.08,true
001,planted,122,0,0.02885611366,-0.08340422842,-0.07544811242,0.493964151,0,0.08,true
001,planted,123,1,0.8470237656,-0.03367497044,-0.03115987472,0.49750721,1,0.08,true
001,planted,124,0,-0.7314686827,-0.07229359639,-0.06433748039,0.4948530016,1,0.08,true
001,planted,125,1,1.266871317,0.0005872413053,0.003102337023,0.500248187,1,0.08,true
001,planted,126,0,-0.9029065712,-0.04780124033,-0.03984512432,0.4968123901,1,0.08,true
001,planted,127,1,-1.88476175,-0.1362555687,-0.133740473,0.4893007622,1,0.08,true
001,planted,128,1,-1.195527269,-0.1870940986,-0.1845790028,0.4852336798,1,0.08,true
001,planted,129,1,0.4408675407,-0.1592453895,-0.1567302937,0.4874615765,0,0.08,true
001,planted,130,0,0.3989675784,-0.1340235335,-0.1260674175,0.4899146066,1,0.08,true
001,planted,131,0,0.488463017,-0.1041463601,-0.09619024411,0.4923047805,1,0.08,true
001,planted,132,1,-1.267098809,-0.1623228242,-0.1598077284,0.4872153817,0,0.08,true
001,planted,133,1,0.147387997,-0.1503372089,-0.1478221132,0.4881742309,0,0.08,true
001,planted,134,1,-0.6407868443,-0.1790887324,-0.1765736366,0.4858741091,1,0.08,true
001,planted,135,0,0.6727123335,-0.1357791065,-0.1278229905,0.4897741608,1,0.08,true
001,planted,136,1,-0.9587840157,-0.1805718533,-0.1780567576,0.4857554594,0,0.08,true
001,planted,137,0,0.03362865479,-0.174128279,-0.166172163,0.486706227,0,0.08,true
001,planted,138,0,-0.9433470181,-0.2172301418,-0.2092740258,0.4832580779,0,0.08,true
001,planted,139,1,-0.5028604042,-0.2383437847,-0.235828689,0.4811337049,0,0.08,true
001,planted,140,0,-0.3845424936,-0.2532798505,-0.2453237345,0.4803741012,1,0.08,true
001,planted,141,0,-1.871842486,-0.3203551913,-0.3123990753,0.475008074,1,0.08,true
001,planted,142,0,-0.6384357669,-0.3427987048,-0.3348425888,0.4732125929,0,0.08,true
001,planted,143,1,0.5312827362,-0.3023159698,-0.2998008741,0.4760159301,1,0.08,true
001,planted,144,0,1.32674112,-0.2091672871,-0.2012111711,0.4839031063,0,0.08,true
001,planted,145,0,0.01095245078,-0.2032734263,-0.1953173103,0.4843746152,1,0.08,true
001,planted,146,0,-0.8716414349,-0.2412013326,-0.2332452166,0.4813403827,0,0.08,true
001,planted,147,0,-1.846508905,-0.3072741242,-0.2993180082,0.4760545593,0,0.08,true
001,planted,148,1,-1.161829899,-0.3475758329,-0.3450607372,0.472395141,1,0.08,true
001,planted,149,1,0.6017167505,-0.3047470017,-0.302231906,0.4758214475,0,0.08,true
001,planted,150,0,-0.5327680255,-0.322494326,-0.31453821,0.4748369432,1,0.08,true
001,planted,151,0,1.013214265,-0.252846286,-0.24489017,0.4804087864,0,0.08,true
001,planted,152,1,-1.91751394,-0.3171017359,-0.3145866402,0.4748330688,1,0.08,true
001,planted,153,0,-0.8103866183,-0.3438408714,-0.3358847554,0.4731292196,1,0.08,true
001,planted,154,0,-1.010330751,-0.3763106863,-0.3683545703,0.4705316344,0,0.08,true
001,planted,155,0,1.440065397,-0.2801112109,-0.2721550949,0.4782275924,1,0.08,true
001,planted,156,1,-1.451718035,-0.32799855,-0.3254834543,0.4739613237,0,0.08,true
001,planted,157,1,0.07029788527,-0.3162864115,-0.3137713158,0.4748982947,1,0.08,true
001,planted,158,1,1.062679739,-0.249277741,-0.2467626453,0.4802589884,1,0.08,true
001,planted,159,0,-0.4060359928,-0.2618806151,-0.2539244991,0.4796860401,1,0.08,true
001,planted,160,0,-0.327484007,-0.2709652774,-0.2630091614,0.4789592671,1,0.08,true
001,planted,161,1,-1.336871455,-0.318129351,-0.3156142553,0.4747508596,1,0.08,true
001,planted,162,0,1.684132327,-0.2105356446,-0.2025795286,0.4837936377,1,0.08,true
001,planted,163,0,-0.3959269604,-0.2235278524,-0.2155717363,0.4827542611,1,0.08,true
001,planted,164,0,-1.419263855,-0.2748046373,-0.2668485213,0.4786521183,0,0.08,true
001,planted,165,1,0.3231538187,-0.2515985666,-0.2490834709,0.4800733223,0,0.08,true
001,planted,166,1,0.002571700569,-0.2451005727,-0.242585477,0.4805931618,1,0.08,true
001,planted,167,0,0.2524759392,-0.2256975686,-0.2177414526,0.4825806838,1,0.08,true
001,planted,168,0,0.3068200106,-0.2034994068,-0.1955432908,0.4843565367,0,0.08,true
001,planted,169,1,-0.2849114746,-0.2130287262,-0.2105136304,0.4831589096,1,0.08,true
001,planted,170,1,-0.3211846157,-0.2244552712,-0.2219401754,0.482244786,1,0.08,true
001,planted,171,1,-1.315599989,-0.2775699307,-0.275054835,0.4779956132,0,0.08,true
001,planted,172,0,1.332563003,-0.1884719292,-0.1805158132,0.4855587349,0,0.08,true
001,planted,173,0,-0.8492102601,-0.2242454834,-0.2162893674,0.4826968506,0,0.08,true
001,planted,174,0,-0.3581627156,-0.2368148358,-0.2288587198,0.4816913024,1,0.08,true
001,planted,175,0,0.1335675021,-0.2234145772,-0.2154584611,0.4827633231,0,0.08,true
001,planted,176,0,1.451875242,-0.128349132,-0.120393016,0.4903685587,1,0.08,true
001,planted,177,0,-1.752807732,-0.2023031105,-0.1943469945,0.4844522404,0,0.08,true
001,planted,178,0,0.3865296905,-0.1767940385,-0.1688379225,0.4864929662,0,0.08,true
001,planted,179,0,-0.3568418231,-0.1902502404,-0.1822941244,0.48541647,0,0.08,true
001,planted,180,1,1.306598872,-0.1106069283,-0.1080918326,0.4913526534,0,0.08,true
001,planted,181,1,-0.5905399157,-0.1373216574,-0.1348065617,0.4892154751,1,0.08,true
001,planted,182,1,-0.2460735825,-0.1466448636,-0.1441297678,0.4884696186,1,0.08,true
001,planted,183,0,-1.245191799,-0.2015489938,-0.1935928778,0.4845125698,1,0.08,true
001,planted,184,1,-1.376363285,-0.2563966779,-0.2538815822,0.4796894734,0,0.08,true
001,planted,185,0,-2.198173855,-0.3242924212,-0.3163363052,0.4746930956,0,0.08,true
001,planted,186,1,0.1048743999,-0.3110222955,-0.3085071998,0.475319424,0,0.08,true
001,planted,187,1,-1.114776659,-0.3473616984,-0.3448466027,0.4724122718,0,0.08,true
001,planted,188,0,-0.7341189808,-0.3695570837,-0.3616009677,0.4710719226,1,0.08,true
001,planted,189,0,0.2676985732,-0.346423685,-0.338467569,0.4729225945,1,0.08,true
001,planted,190,1,-0.3988245171,-0.3563186309,-0.3538035352,0.4716957172,0,0.08,true
001,planted,191,1,-1.102772115,-0.3916598286,-0.3891447329,0.4688684214,1,0.08,true
001,planted,192,0,1.152798732,-0.3120008718,-0.3040447558,0.4756764195,0,0.08,true
001,planted,193,1,0.988172337,-0.2477240558,-0.2452089601,0.4803832832,1,0.08,true
001,planted,194,0,-0.5972959467,-0.2693571787,-0.2614010627,0.479087915,0,0.08,true
001,planted,195,0,0.4630632815,-0.2372358679,-0.2292797519,0.4816576199,0,0.08,true
001,planted,196,1,-0.5846593687,-0.2596125774,-0.2570974817,0.4794322015,1,0.08,true
001,planted,197,1,0.07707666467,-0.2488641619,-0.2463490662,0.4802920747,0,0.08,true
001,planted,198,0,-1.003712002,-0.2890855305,-0.2811294145,0.4775096468,0,0.08,true
001,planted,199,1,0.6450131976,-0.2434105873,-0.2408954916,0.4807283607,0,0.08,true
001,planted,200,1,-0.1415290088,-0.2449532099,-0.2424381142,0.4806049509,1,0.08,true
001,planted,201,0,0.6547078855,-0.1987416363,-0.1907855203,0.4847371584,1,0.08,true
001,planted,202,0,-0.8233086823,-0.2358898645,-0.2279337485,0.4817653001,0,0.08,true
001,planted,203,0,-0.7449311679,-0.2680596094,-0.2601034934,0.4791917205,1,0.08,true
001,planted,204,1,-0.8701001797,-0.3042372808,-0.3017221851,0.4758622252,1,0.08,true
001,planted,205,1,-0.6058542025,-0.3277831572,-0.3252680614,0.4739785551,1,0.08,true
001,planted,206,1,0.01377007812,-0.3186680567,-0.3161529609,0.4747077631,1,0.08,true
001,planted,207,0,-0.5573904797,-0.3405137308,-0.3325576148,0.4733953908,1,0.08,true
001,planted,208,0,-0.2000412578,-0.3436701893,-0.3357140733,0.4731428741,0,0.08,true
001,planted,209,0,-0.7573636109,-0.3742461665,-0.3662900505,0.470696796,1,0.08,true
001,planted,210,0,0.180101836,-0.3529320628,-0.3449759468,0.4724019243,1,0.08,true
001,planted,211,1,0.1569802333,-0.3334866957,-0.3309715999,0.473522272,0,0.08,true
001,planted,212,1,0.8001552316,-0.2645827081,-0.2620676124,0.479034591,1,0.08,true
001,planted,213,1,0.1063134396,-0.2507161804,-0.2482010847,0.4801439132,0,0.08,true
001,planted,214,1,1.847812628,-0.1036280822,-0.1011129865,0.4919109611,1,0.08,true
001,planted,215,1,-0.6786672072,-0.1398908523,-0.1373757565,0.4890099395,0,0.08,true
001,planted,216,1,1.732052341,-0.02722360001,-0.02470850429,0.4980233197,1,0.08,true
001,planted,217,1,-0.2473199532,-0.04050918562,-0.0379940899,0.4969604728,1,0.08,true
001,planted,218,0,0.8044032751,0.007169415292,0.0151255313,0.5012100425,0,0.08,true
001,planted,219,1,-0.09728269935,0.001302730867,0.003817826585,0.5003054261,1,0.08,true
001,planted,220,0,0.2970026789,0.01901011642,0.02696623242,0.5021572986,1,0.08,true
001,planted,221,1,-0.3476358477,-0.002767693461,-0.0002525977429,0.4999797922,0,0.08,true
001,planted,222,0,2.08105591,0.1102405353,0.1181966513,0.5094557321,0,0.08,true
001,planted,223,1,0.4607394294,0.1321582913,0.1346733871,0.510773871,1,0.08,true
001,planted,224,1,0.6995872634,0.1658116952,0.168326791,0.5134661433,1,0.08,true
001,planted,225,0,-0.7231295814,0.1182808048,0.1262369208,0.5100989537,0,0.08,true
001,planted,226,1,1.073176344,0.1707487474,0.1732638431,0.5138611074,0,0.08,true
001,planted,227,1,-0.2591359671,0.1513203965,0.1538354922,0.5123068394,1,0.08,true
001,planted,228,0,-0.3716616574,0.1252071055,0.1331632215,0.5106530577,0,0.08,true
001,planted,229,0,-1.068385121,0.05612241895,0.06407853495,0.5051262828,1,0.08,true
001,planted,230,1,0.5254078397,0.08479790178,0.0873129975,0.5069850398,1,0.08,true
001,planted,231,0,0.6405372815,0.1192045855,0.1271607015,0.5101728561,0,0.08,true
001,planted,232,1,1.435199142,0.1892011829,0.1917162786,0.5153373023,1,0.08,true
001,planted,233,0,-0.7659781824,0.13745144,0.1454075561,0.5116326045,1,0.08,true
001,planted,234,1,0.3078451969,0.1514000269,0.1539151226,0.5123132098,1,0.08,true
001,planted,235,1,1.65838792,0.2252923681,0.2278074638,0.5182245971,1,0.08,true
001,planted,236,1,0.4465650163,0.2430252176,0.2455403133,0.5196432251,0,0.08,true
001,planted,237,1,0.574244512,0.2667407135,0.2692558092,0.5215404647,0,0.08,true
001,planted,238,1,0.9270686782,0.3049511524,0.3074662481,0.5245972998,1,0.08,true
001,planted,239,0,0.08301047227,0.3019491982,0.3099053142,0.5247924251,1,0.08,true
001,planted,240,0,-0.6285158748,0.2536272332,0.2615833492,0.5209266679,0,0.08,true
001,planted,241,1,-1.406046179,0.152540832,0.1550559277,0.5124044742,0,0.08,true
001,planted,242,0,1.013807098,0.2002802823,0.2082363983,0.5166589119,1,0.08,true
001,planted,243,1,0.4326325962,0.2185779651,0.2210930608,0.5176874449,0,0.08,true
001,planted,244,0,-0.704634132,0.1691980036,0.1771541196,0.5141723296,0,0.08,true
001,planted,245,0,-0.3897721926,0.1412762108,0.1492323268,0.5119385861,0,0.08,true
001,planted,246,0,0.9081138604,0.1866952062,0.1946513222,0.5155721058,1,0.08,true
001,planted,247,0,-0.7081950623,0.137200461,0.145156577,0.5116125262,0,0.08,true
001,planted,248,0,-0.01627735199,0.1327443953,0.1407005113,0.5112560409,0,0.08,true
001,planted,249,0,0.06894656347,0.1336212331,0.1415773491,0.5113261879,1,0.08,true
001,planted,250,0,0.4235749985,0.1559772845,0.1639334005,0.513114672,1,0.08,true
001,planted,251,1,-0.4467122534,0.1221583851,0.1246734808,0.5099738785,1,0.08,true
001,planted,252,0,0.8008798307,0.1671382015,0.1750943175,0.5140075454,1,0.08,true
001,planted,253,1,0.03917314449,0.1654666877,0.1679817834,0.5134385427,0,0.08,true
001,planted,254,1,-0.3199368907,0.1390868568,0.1416019525,0.5113281562,1,0.08,true
001,planted,255,0,-0.4003479242,0.1072212463,0.1151773623,0.509214189,1,0.08,true
001,planted,256,0,0.3693275942,0.1295079321,0.1374640481,0.5109971238,1,0.08,true
001,planted,257,0,-0.3147097344,0.1032462092,0.1112023252,0.508896186,1,0.08,true
001,planted,258,0,-1.327615965,0.003576314741,0.01153243074,0.5009225945,0,0.08,true
001,planted,259,0,0.4863420549,0.03645080762,0.04440692363,0.5035525539,1,0.08,true
001,planted,260,0,0.7189472929,0.08351617481,0.09147229081,0.5073177833,1,0.08,true
001,planted,261,1,-1.528768687,-0.022715884,-0.02020078828,0.4983839369,0,0.08,true
001,planted,262,1,-0.3553643066,-0.04484779867,-0.04233270295,0.4966133838,0,0.08,true
001,planted,263,1,1.168346802,0.03146001166,0.03397510738,0.5027180086,0,0.08,true
001,planted,264,1,-1.143329521,-0.04032074772,-0.037805652,0.4969755478,0,0.08,true
001,planted,265,1,0.4932980263,-0.008469445736,-0.005954350018,0.499523652,0,0.08,true
001,planted,266,1,-0.03910245469,-0.01073186478,-0.008216769058,0.4993426585,1,0.08,true
001,planted,267,0,-0.4964514903,-0.04229228231,-0.03433616631,0.4972531067,0,0.08,true
001,planted,268,0,0.8776956772,0.01617823587,0.02413435188,0.5019307482,0,0.08,true
001,planted,269,0,-0.265029763,-0.001601113803,0.006355002201,0.5005084002,0,0.08,true
001,planted,270,1,-2.41244423,-0.1323328334,-0.1298177376,0.489614581,0,0.08,true
001,planted,271,1,1.603319271,-0.03678153313,-0.03426643741,0.497258685,1,0.08,true
001,planted,272,1,-0.06145655345,-0.03910969297,-0.03659459725,0.4970724322,0,0.08,true
001,planted,273,1,-0.7168431238,-0.07602149215,-0.07350639644,0.4941194883,0,0.08,true
001,planted,274,0,-0.4321413122,-0.09734103318,-0.08938491717,0.4928492066,1,0.08,true
001,planted,275,1,-0.4235169343,-0.1180009187,-0.115485823,0.4907611342,0,0.08,true
001,planted,276,0,-0.08226155987,-0.11970086,-0.111744744,0.4910604205,0,0.08,true
001,planted,277,1,-0.1226029551,-0.1238129491,-0.1212978534,0.4902961717,1,0.08,true
001,planted,278,1,-0.9441602004,-0.1721056023,-0.1695905066,0.4864327595,0,0.08,true
001,planted,279,0,-0.02105853897,-0.1690072699,-0.1610511539,0.4871159077,1,0.08,true
001,planted,280,0,1.271714548,-0.08167639355,-0.07372027755,0.4941023778,0,0.08,true
001,planted,281,1,1.500589051,0.009059568108,0.01157466383,0.5009259731,0,0.08,true
001,planted,282,1,-0.08411825634,0.004056646578,0.006571742296,0.5005257394,1,0.08,true
001,planted,283,1,0.7281484253,0.04552013788,0.0480352336,0.5038428187,1,0.08,true
001,planted,284,0,-0.03500055948,0.04231244357,0.05026855957,0.5040214848,1,0.08,true
001,planted,285,0,0.3296726225,0.0608438978,0.06880001381,0.5055040011,1,0.08,true
001,planted,286,1,-1.183237763,-0.01281427914,-0.01029918343,0.4991760653,0,0.08,true
001,planted,287,1,0.4864369855,0.0165597582,0.01907485392,0.5015259883,0,0.08,true
001,planted,288,1,0.330519803,0.03617134117,0.03868643689,0.503094915,0,0.08,true
001,planted,289,1,-0.1708939479,0.0245669648,0.02708206052,0.5021665648,1,0.08,true
001,planted,290,1,-1.905376897,-0.0859402997,-0.08342520398,0.4933259837,1,0.08,true
001,planted,291,0,-0.5085516911,-0.1120982511,-0.1041421351,0.4916686292,0,0.08,true
001,planted,292,1,-0.7007469825,-0.1478475689,-0.1453324732,0.4883734021,1,0.08,true
001,planted,293,1,0.1897390928,-0.1327182217,-0.130203126,0.4895837499,1,0.08,true
001,planted,294,1,0.03728225774,-0.1270923987,-0.124577303,0.4900338158,1,0.08,true
001,planted,295,1,-0.2392714161,-0.1384411544,-0.1359260587,0.4891259153,0,0.08,true
001,planted,296,0,-0.5585519572,-0.1683642002,-0.1604080842,0.4871673533,1,0.08,true
001,planted,297,1,-0.02084493914,-0.1654421354,-0.1629270397,0.4869658368,0,0.08,true
001,planted,298,1,1.01062761,-0.09044440562,-0.0879293099,0.4929656552,1,0.08,true
001,planted,299,1,0.5674641757,-0.05057135855,-0.04805626283,0.496155499,1,0.08,true
001,planted,300,0,0.1662432148,-0.03830232607,-0.03034621006,0.4975723032,0,0.08,true
